prefix,completion,translation,score,type,particle_num,model_type,trial_id
Does the red ship,Does the red ship contain 2 tiles?,(== (size Red) 2),0.893571,rollout,1,COMBINED,9
Does the red ship,Does the red ship contain the leftmost block?,(contains (coloredTiles Red) (topleft (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship,Does the red ship have 5 tiles?,(== (size Red) 5),0,rollout,4,COMBINED,9
Does the red ship,Does the red ship contain the blue ship?,(contains Red Blue),0,rollout,4,COMBINED,9
Does the red ship,Does the red ship touch the blue ship?,(touch Red Blue),0.403797,rollout,4,COMBINED,9
Does the red ship have,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the red ship have,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have,Does the red ship have 4 tiles?,(== (size Red) 4),0.797327,rollout,4,COMBINED,9
Does the red ship have ,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have ,Does the red ship have 2 tiles?,(== (size Red) 2),0.893571,rollout,4,COMBINED,9
Does the red ship have ,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 t,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 t,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 t,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles?,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,final,4,COMBINED,9
Does the red ship have 3 tiles?,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles?,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship have 3 tiles?,Does the red ship have 3 tiles?,(== (size Red) 3),0.992267,rollout,4,COMBINED,9
Does the red ship hit,Does the red ship hit the blue ship?,(hit Red Blue),0,rollout,1,COMBINED,9
Does the red ship hit,Does the red ship hit the water?,(not (== (color (bottomright (coloredTiles Red))) Water)),0,rollout,1,COMBINED,9
Does the red ship hit,Does the red ship hit either neighbor of the blue ship?,(any (map (lambda x0 (touch Red x0)) (neighbors Blue))),0,rollout,1,COMBINED,9
Does the red ship hit any,Does the red ship hit any hidden tiles?,(any (map (lambda x0 (== (color x0) Hidden)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any,Does the red ship hit any of the blue ship squares?,(any (map (lambda x0 (touch Red x0)) (set AllColors))),0,rollout,1,COMBINED,9
Does the red ship hit any,Does the red ship hit any of the blue ship?,(any (map (lambda x0 (touch Red x0)) (set AllColors))),0,rollout,1,COMBINED,9
Does the red ship hit any water,Does the red ship hit any water?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water t,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water t,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water t,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles?,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,final,1,COMBINED,9
Does the red ship hit any water tiles?,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles?,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
Does the red ship hit any water tiles?,Does the red ship hit any water tiles?,(any (map (lambda x0 (== (color x0) Water)) (coloredTiles Red))),0,rollout,1,COMBINED,9
How,How many total squares are occupied by hidden tiles?,(++ (map (lambda x0 (size x0)) (set HiddenColors))),0,rollout,0,COMBINED,9
How,How many squares are there?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How,How many total squares are occupied by hidden tiles?,(++ (map (lambda x0 (size x0)) (set HiddenColors))),0,rollout,2,COMBINED,9
How,How many squares are there?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many,How many columns are completely occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How many,How many tiles are in the blue ship?,(size Blue),1.578243,rollout,0,COMBINED,9
How many,How many ships are there?,(++ (set AllColors)),0,rollout,0,COMBINED,9
How many,How many columns are completely occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many,How many tiles are in the blue ship?,(size Blue),1.578243,rollout,2,COMBINED,9
How many,How many ships are there?,(++ (set AllColors)),0,rollout,2,COMBINED,9
How many ships,How many ships touch the left edge?,(++ (map (lambda x0 (== (leftmost (coloredTiles x0)) 1)) (set AllColors))),0,rollout,0,COMBINED,9
How many ships,How many ships are there?,(++ (set AllColors)),0,rollout,0,COMBINED,9
How many ships,How many ships are there?,(++ (set AllColors)),0,rollout,0,COMBINED,9
How many ships are,How many ships are at least 2 tiles long?,(++ (map (lambda x0 (>= (size x0) 2)) (set AllColors))),0,rollout,0,COMBINED,9
How many ships are,How many ships are vertical?,(++ (map (lambda x0 (== (orient x0) V)) (set AllColors))),0.992267,rollout,0,COMBINED,9
How many ships are,How many ships are in this game?,(++ (map (lambda x0 (== (orient x0) H)) (set AllColors))),0.992267,rollout,0,COMBINED,9
How many ships are in,How many ships are in the board?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How many ships are in,How many ships are in the bottom row?,(++ (map (lambda x0 (== (bottomleft x0) 1-A)) (set AllColors))),0,rollout,0,COMBINED,9
How many ships are in,How many ships are in the vertical direction?,(++ (map (lambda x0 (== (orient x0) V)) (set AllColors))),0.992267,rollout,0,COMBINED,9
How many ships are in every,How many ships are in every column?,(map (lambda x0 (size x0)) (set AllColors)),0,rollout,0,COMBINED,9
How many ships are in every,How many ships are in every row?,(++ (map (lambda x0 (length (coloredTiles x0))) (set AllColors))),0,rollout,0,COMBINED,9
How many ships are in every,How many ships are in every row?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How many ships are in every row,How many ships are in every row?,(map (lambda x0 (++ (map (lambda x1 (== (orient x1) H)) (set AllColors)))) (set All,0,rollout,0,COMBINED,9
How many ships are in every row,How many ships are in every row?,(++ (map (lambda x0 (length (coloredTiles x0))) (set AllColors))),0,rollout,0,COMBINED,9
How many ships are in every row,How many ships are in every row?,(map (lambda x0 (++ (map (lambda x1 (== (orient x1) H)) (set AllColors)))) (set All,0,rollout,0,COMBINED,9
How many ships are in every row?,How many ships are in every row?,(map (lambda x0 (++ (map (lambda x1 (== (orient x1) H)) (set AllColors)))) (set All,0,final,0,COMBINED,9
How many ships are in every row?,How many ships are in every row?,(map (lambda x0 (++ (map (lambda x1 (== (coloredTiles x1) x0)) (set AllColors,0,rollout,0,COMBINED,9
How many ships are in every row?,How many ships are in every row?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,0,COMBINED,9
How many ships are in every row?,How many ships are in every row?,(map (lambda x0 (++ (map (lambda x1 (== (orient x1) H)) (set AllColors)))) (set All,0,rollout,0,COMBINED,9
How many squares,How many squares are occupied by either the red or the blue ship?,(++ (map (lambda x0 (size x0)) (set (list Red Blue)))),0,rollout,2,COMBINED,9
How many squares,How many squares are occupied by the blue ship?,(size Blue),1.578243,rollout,2,COMBINED,9
How many squares,How many squares in total are there?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are,How many squares are occupied by the blue ship?,(size Blue),1.578243,rollout,2,COMBINED,9
How many squares are,How many squares are occupied by ships and by water?,(++ (map (lambda x0 (size x0)) (set AllColors)) (map (lambda x0 (size x0)) (set,0,rollout,2,COMBINED,9
How many squares are,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are occupied,How many squares are occupied by a ship?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are occupied,How many squares are occupied by the blue ship?,(size Blue),1.578243,rollout,2,COMBINED,9
How many squares are occupied,How many squares are occupied by a ship?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are occupied by,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are occupied by,How many squares are occupied by ships on rows C and D?,(++ (map (lambda x0 (size x0)) (filter (lambda x0 (or (== (topleft x0) C) (,0,rollout,2,COMBINED,9
How many squares are occupied by,How many squares are occupied by ships?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.379548,rollout,2,COMBINED,9
How many squares are occupied by blue,How many squares are occupied by blue ships?,(++ (map (lambda x0 (== (coloredTiles x0) Blue)) (set AllColors))),0,rollout,2,COMBINED,9
